source_file,source_name,month,document_type,invoice_number,invoice_date,page,product_code,description,description_note,size,order_unit,quantity,net_price_per_order_unit,goods_value,vat_rate
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,DRA001,DRAMBUIE 70cl x6,,,EA,6.0,19.99,119.94,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,FAN015,FANTA ORANGE ICON 24X330 NRB,,,CS,1.0,16.49,16.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,GIN029,BSD GINGER BEER 200MLX24,,,CS,1.0,16.87,16.87,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,GOR003,GORDONS GIN 70cl x 6,,,EA,4.0,12.99,51.96,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,GUI003,Guinness Draught 30L Keg,,30L,EA,1.0,106.93,106.93,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,HEN009,HENDRICKS GIN 6X70CL,,,EA,1.0,23.49,23.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,IRN013,IRN BRU NRB 24 X 330ML NRB,,,CS,2.0,19.99,39.98,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,JAC001,JACK DANIELS 70cl x6,,,EA,1.0,18.99,18.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,JAM001,JAMESONS WHISKEY 70cl x6,,,EA,1.0,17.89,17.89,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,KOP003,KOPPARB MIXED FRUIT 15X500 NRB,,,CS,3.0,26.57,79.71,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,KOP008,KOPPARB STRAW/LIME 15X500 NRB,,,CS,3.0,26.57,79.71,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,KRA001,KRAKEN SPICED DARK RUM 6X70CL,,,EA,1.0,18.49,18.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,M10341,Menabrea Blonde 4.8% 24x330ml,,,CS,3.0,23.99,71.97,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,PAS001,PASSOA 6X70CL,,,EA,1.0,12.94,12.94,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,PEP023,DIET PEPSI 24 X 200ML NRB,,,CS,2.0,12.37,24.74,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,PER024,PERONI NASTRO AZZURO GF 330X24,,,CS,2.0,34.33,68.66,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,RED002,J.W. RED LABEL 6X70CL,,,EA,1.0,18.66,18.66,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,SMIR03,Smirnoff - Red 6x70cl,,,EA,6.0,12.99,77.94,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,SPI001,CAPT MORGAN SPICED RUM 70cl x6,,,EA,1.0,12.99,12.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,STR047,STRATHMORE STILL 12 X 75CL,,,CS,1.0,12.22,12.22,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,T00014703,ALFIERI MARSALA 75x6,"MCW, CDC & BWL SHARED",,EA,1.0,8.98,8.98,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,T00029357,DA LUCA PROSECCO 75X6,SHARED ITEM,,EA,12.0,7.86,94.32,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,2,T00031626,DA LUCA PROSECCO 20X24,SHARED ITEM,,CS,2.0,61.2,122.4,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00032446,PEPSI MAX 200X24,SHARED ITEM,,CS,1.0,10.76,10.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00033841,BORGO TESIS PINOT GRIGIO 75x12,SHARED ITEM,,EA,24.0,7.34,176.16,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00041945,EL CUYO MALBEC 75X6,SHARED ITEM,,EA,10.0,6.48,64.8,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00044132,TANQUERAY LONDN DRY 41.3% 70X6,ALL BUSINESS UNITS,,EA,1.0,17.21,17.21,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00045153,MALIBU 70x6,SHARED SKU,,EA,1.0,13.22,13.22,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00045359,BRITVIC MIXERS BASE 7LX1,ALL BUSINESS UNITS,,EA,1.0,76.65,76.65,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00046000,CRABBIES GING BEER 3.4% 500X12,ALL BUSINESS UNITS,,CS,2.0,15.54,31.08,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00046001,MAGLIA ROSA BLUSH 10.5% 75X12,SHARED ITEM,,EA,6.0,5.46,32.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00046200,WHISP HILLS WHT ZINF 8% 75X6,SHARED ITEM,,EA,8.0,4.09,32.72,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,3,T00046734,PEPSI NRB 200x24,,,CS,2.0,13.44,26.88,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,4,T00047414,LA CAMPAGNE CHARDONNAY 75x6,Shared Sku,,EA,12.0,6.21,74.52,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,4,T00047627,LA CAMPAGNE MERLOT 75x6,SHARED SKU,,EA,10.0,6.29,62.9,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,4,TEQ001,TEQUILA ROSE 6X70CL,,,EA,4.0,12.99,51.96,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,4,TIA001,TIA MARIA 20% 70cl x6,,,EA,5.0,16.4,82.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,4,WIL008,WILDWOOD SHIRAZ 6X75CL,,,EA,20.0,9.63,192.57,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,5,T00033839,BORGO TESIS CAB/SAUV 75x12,Free of Charge | SHARED ITEM,,EA,4.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,5,T00049433,KOPPARBERG MANGO NRB 500X15,Free of Charge | All Business Units,,CS,1.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,5,TON004,BSD TONIC 200MLX24,Free of Charge,,CS,1.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,090425,T.LAGER 11G KEG,small container chg 70p incl,11G,EA,1.0,130.75,130.75,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,400745,Caledonia Best 30L Keg,,30L,EA,1.0,55.45,55.45,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,400751,Menabrea 4.8% 50L Keg,,50L,EA,1.0,174.01,174.01,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,DIE008,IRN BRU DIET NRB 330X24,,,CS,1.0,20.26,20.26,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,IRN013,IRN BRU NRB 24 X 330ML NRB,,,CS,1.0,20.26,20.26,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,PEP023,DIET PEPSI 24 X 200ML NRB,,,CS,1.0,12.37,12.37,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,SEV006,7 UP FREE 24X330ML NRB,SHARED ITEM,,CS,1.0,18.05,18.05,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,T00032446,PEPSI MAX 200X24,SHARED ITEM,,CS,1.0,10.76,10.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,T00033841,BORGO TESIS PINOT GRIGIO 75x12,SHARED ITEM,,EA,8.0,7.34,58.72,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,T00035765,ALMA MORA RESERVE MALBEC 75X6,SHARED ITEM,,EA,6.0,8.04,48.24,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,T00046001,MAGLIA ROSA BLUSH 10.5% 75X12,SHARED ITEM,,EA,6.0,5.46,32.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,1,T00046200,WHISP HILLS WHT ZINF 8% 75X6,SHARED ITEM,,EA,6.0,4.09,24.54,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,2,T00046710,SANTA RITA 8KM SAUVB 12.5%75X6,MCW & BWL SHARED,,EA,8.0,6.3,50.4,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,2,T00046734,PEPSI NRB 200x24,,,CS,2.0,13.44,26.88,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,2,T00047414,LA CAMPAGNE CHARDONNAY 75x6,Shared Sku,,EA,6.0,6.21,37.26,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,2,T00047627,LA CAMPAGNE MERLOT 75x6,SHARED SKU,,EA,6.0,6.29,37.74,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,2,T00048728,R WHITES SUGAR FREE BIB 7LX1,All Business Units,,CS,1.0,42.94,42.94,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.08 1086.17 3669469_78084909.pdf,5.08 1086.17 3669469_78084909.pdf,2026.05,invoice,3669469,2026-05-08,2,T00048731,PEPSI MAX BIB 7LX1,All Business Units,,CS,2.0,51.88,103.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.15 708.66 3674410_78131825.pdf,5.15 708.66 3674410_78131825.pdf,2026.05,invoice,3674410,2026-05-15,1,090425,T.LAGER 11G KEG,small container chg 70p incl,11G,EA,1.0,130.75,130.75,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.15 708.66 3674410_78131825.pdf,5.15 708.66 3674410_78131825.pdf,2026.05,invoice,3674410,2026-05-15,1,400751,Menabrea 4.8% 50L Keg,,50L,EA,1.0,174.01,174.01,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.15 708.66 3674410_78131825.pdf,5.15 708.66 3674410_78131825.pdf,2026.05,invoice,3674410,2026-05-15,1,GUI003,Guinness Draught 30L Keg,,30L,EA,2.0,106.93,213.86,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.15 708.66 3674410_78131825.pdf,5.15 708.66 3674410_78131825.pdf,2026.05,invoice,3674410,2026-05-15,1,KRA001,KRAKEN SPICED DARK RUM 6X70CL,,,EA,1.0,20.49,20.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.15 708.66 3674410_78131825.pdf,5.15 708.66 3674410_78131825.pdf,2026.05,invoice,3674410,2026-05-15,1,T00040844,PULPO WEST CAPE SAUV B 75X6,SHARED ITEM,,EA,8.0,6.43,51.44,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,090425,T.LAGER 11G KEG,small container chg 70p incl,11G,EA,1.0,130.75,130.75,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,400522,O&G PROSECCO BRUT (FC) 6X75CL,,,CS,3.0,34.67,104.01,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,400745,Caledonia Best 30L Keg,,30L,EA,3.0,55.45,166.35,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,COR008,Corona Beer 24x330ml NRB ABI,,,CS,1.0,22.89,22.89,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,GLE001,GLENFIDDICH MALT WHKY 70cl x6,,,EA,1.0,26.99,26.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,GUI003,Guinness Draught 30L Keg,,30L,EA,3.0,106.93,320.79,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,GUI004,GUINNESS DRAUGHT 0% CAN 440X24,SHARED ITEM,,CS,1.0,23.0,23.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,J2O003,BVC J20 ORA+PASS 24X275ML NRB,,,CS,1.0,21.15,21.15,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,JAM001,JAMESONS WHISKEY 70cl x6,,,EA,1.0,21.47,21.47,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,M10341,Menabrea Blonde 4.8% 24x330ml,,,CS,1.0,26.91,26.91,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,NEW002,NEWCASTLE BROWN A 12X550ML NRB,,,CS,3.0,21.66,64.98,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,PAD005,PADDOCK CHARDONNAY 6X75CL,,,EA,6.0,5.11,30.66,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,PAD006,PADDOCK SHIRAZ 75X6,,,EA,8.0,5.03,40.24,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,SPI001,CAPT MORGAN SPICED RUM 70cl x6,,,EA,2.0,12.99,25.98,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,1,T00029357,DA LUCA PROSECCO 75X6,SHARED ITEM,,EA,6.0,7.86,47.16,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,2,T00031626,DA LUCA PROSECCO 20X24,SHARED ITEM,,CS,1.0,61.2,61.2,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,2,T00040844,PULPO WEST CAPE SAUV B 75X6,SHARED ITEM,,EA,7.0,6.43,45.01,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,2,T00041945,EL CUYO MALBEC 75X6,SHARED ITEM,,EA,6.0,6.48,38.88,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,2,T00046001,MAGLIA ROSA BLUSH 10.5% 75X12,SHARED ITEM,,EA,5.0,5.46,27.3,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,2,T00046200,WHISP HILLS WHT ZINF 8% 75X6,SHARED ITEM,,EA,8.0,4.09,32.72,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,2,T00047414,LA CAMPAGNE CHARDONNAY 75x6,Shared Sku,,EA,6.0,6.21,37.26,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,2,T00047627,LA CAMPAGNE MERLOT 75x6,SHARED SKU,,EA,6.0,6.29,37.74,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,2,T00048728,R WHITES SUGAR FREE BIB 7LX1,All Business Units,,CS,1.0,42.94,42.94,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.22 1737.92 3679196_78173360.pdf,5.22 1737.92 3679196_78173360.pdf,2026.05,invoice,3679196,2026-05-22,2,T00048731,PEPSI MAX BIB 7LX1,All Business Units,,CS,1.0,51.88,51.88,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.06 Tennet/6.05 2098.32 3694425_78286129 (1).pdf,6.05 2098.32 3694425_78286129 (1).pdf,2026.06,invoice,3694425,2026-06-08,1,090425,T.LAGER 11G KEG,small container chg 70p incl,11G,EA,3.0,130.75,392.25,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.06 Tennet/6.05 2098.32 3694425_78286129 (1).pdf,6.05 2098.32 3694425_78286129 (1).pdf,2026.06,invoice,3694425,2026-06-08,1,400751,Menabrea 4.8% 50L Keg,,50L,EA,3.0,174.01,522.03,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.06 Tennet/6.05 2098.32 3694425_78286129 (1).pdf,6.05 2098.32 3694425_78286129 (1).pdf,2026.06,invoice,3694425,2026-06-08,1,KOP003,KOPPARB MIXED FRUIT 15X500 NRB,,,CS,2.0,24.99,49.98,20.0
